budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
EWMA,21246890,13394862,7852028,9088758,5311393,1914184,1775621,1504500,1336564,1234780,1175201,1138524,1115868,1103816,1095804,1026178,1067198,900107,796192,733271,696405,673731,659650,652158,647138,382836,661393,830014,931324,992015,1028652,1050626,1063674,1071702,1076522,205235,377627,482123,544936,582603,605363,619036,627158,632158,635154,
SW,20776035,13064917,7711118,9303678,5493224,2167324,396650,590595,1115526,1465221,1466294,1466205,1464972,1466100,1466030,1279372,237063,347629,657739,864495,865210,865146,864344,865070,865050,1768850,1576837,1051523,700924,700924,700924,700924,700924,700924,700924,1041151,931710,621355,414144,414144,414144,414144,414144,414144,414144,
AFC,20945993,13171152,7774841,8868009,5234478,1455819,1875761,1559637,1368046,1255823,1187073,1144735,1121412,1106381,1096465,858214,1107457,920947,807556,741513,700856,675713,662040,653237,647308,291163,608082,798393,912323,981023,1022233,1046733,1061668,1070610,1075781,171642,358805,471233,538497,579100,603451,617903,626730,632031,635086,
AMBP,20588641,12947854,7640787,8648310,5102677,1013533,1963875,1611341,1401644,1274666,1197633,1152990,1125350,1108137,1098685,592424,1160468,951841,827997,752751,707165,680836,664385,654237,648683,202786,555003,766270,893344,969608,1015213,1042768,1059284,1069054,1074980,118564,326944,451923,527137,572259,599240,615559,625324,631106,634621,
PIC,15772420,9962980,5809440,4282015400,4287415010,996298,996298,996298,996298,996298,996298,996298,996298,996298,996298,580944,580944,580944,580944,580944,580944,580944,580944,580944,580944,428201540,428201540,428201540,428201540,428201540,428201540,428201540,428201540,428201540,428201540,428741501,428741501,428741501,428741501,428741501,428741501,428741501,428741501,428741501,428741501,
EWMA,18118321,15750612,2367709,10633715,1576340,2091244,2071473,1824178,1553100,1511031,1394011,1324427,1340413,1323138,1317597,164945,360851,299123,258478,239050,213168,216886,209138,202892,203178,418248,748893,963950,1081780,1167630,1212906,1235210,1256250,1269627,1279221,32989,98561,138673,162634,177917,184967,191350,194907,196504,197838,
SW,18012573,15652605,2359968,10301260,1841341,2566629,387411,511732,1344733,1834658,1768334,1829575,1815860,1780180,1813493,397743,141757,102476,180313,260980,251694,259233,248402,260145,257225,2071134,1839156,1155257,747959,747959,747959,747959,747959,747959,747959,324216,312528,213992,141515,141515,141515,141515,141515,141515,141515,
AFC,17621233,15223458,2397775,10218570,1606878,1445571,2293577,1875663,1633488,1495483,1367045,1148378,1331202,1336285,1296766,212179,356605,291794,254768,232657,219843,227363,201527,201956,199083,289114,690006,927137,1068407,1153822,1196466,1186849,1215719,1239832,1251218,42435,105269,142574,165012,178541,186801,194913,196235,197379,197719,
AMBP,17591279,15175114,2416165,134769631,1589355,1149088,2272416,1954638,1669135,1460467,1412420,1381151,1296959,1323624,1255216,174320,364468,299083,250629,235882,220320,213498,202675,204353,250937,229897,638400,901647,1055144,1136208,1191450,1229390,1242903,1259047,125885545,34944,100848,140495,162521,177193,185818,191354,193618,195765,206799,
PIC,27204190,25548490,1655700,4261754240,4292814870,2554849,2554849,2554849,2554849,2554849,2554849,2554849,2554849,2554849,2554849,165570,165570,165570,165570,165570,165570,165570,165570,165570,165570,426175424,426175424,426175424,426175424,426175424,426175424,426175424,426175424,426175424,426175424,429281487,429281487,429281487,429281487,429281487,429281487,429281487,429281487,429281487,429281487,
EWMA,24583567,18523603,6059964,12648910,4105673,2892819,2842902,1349765,2039647,2142677,917911,1790187,1997749,813958,1735988,680609,874091,770307,546274,601700,604741,446366,541850,570566,423460,578563,1031430,1095097,1284007,1455741,1348175,1436577,1548811,1401840,1468669,136121,283715,381033,414081,451604,482231,475058,488416,504846,488568,
SW,24098504,18147033,5951471,12742333,4310655,3138234,987322,161240,1708990,2476400,1414620,2185814,2479165,1411356,2183892,928355,209158,335512,437330,687931,731799,601151,688445,731239,600551,2440257,2205525,1428932,952517,952517,952517,952517,952517,952517,952517,805475,722841,491008,327333,327333,327333,327333,327333,327333,327333,
AFC,24294813,18334819,5959994,12697147,3948988,2475553,2265177,2632431,1859679,1809336,2001747,793905,1748159,1958576,790256,687596,670995,783273,545115,540031,595263,590444,447185,538271,561821,495110,849123,1205784,1336563,1431117,1545243,1394976,1465612,1564204,1409415,137519,244214,352025,390643,420520,455468,482463,475408,487980,502748,
AMBP,20783037,15071595,5711442,705258706,190973565,1566613,3094156,1560898,2137402,2200276,902450,902450,902450,902450,902450,377954,943476,774034,576352,617855,596631,456285,456285,456285,456285,313402,869552,1007821,1233737,1427044,140081430,140081430,140081430,140081430,140081430,75670,249231,354191,398623,442469,473301,47245020,47245020,47245020,47245020,
PIC,40671630,31385720,9285910,4254165840,4282895600,3138572,3138572,3138572,3138572,3138572,3138572,3138572,3138572,3138572,3138572,928591,928591,928591,928591,928591,928591,928591,928591,928591,928591,425416584,425416584,425416584,425416584,425416584,425416584,425416584,425416584,425416584,425416584,428289560,428289560,428289560,428289560,428289560,428289560,428289560,428289560,428289560,428289560,
EWMA,25157035,21795109,3361926,15267947,1982561,3198565,3033296,2549777,2278442,2121859,2027443,1967579,1903885,1885791,828472,233924,412634,352048,300340,273557,257471,243573,250255,235474,802650,639713,1118429,1404698,1579446,1687928,1755831,1798180,1819321,1832615,1631786,46784,119954,166372,193165,209243,218888,223825,229111,230383,344836,
SW,24459714,21130811,3328903,15914687,2022898,3713931,716355,1021708,1870421,2480162,2534661,2489179,1539366,2263445,2501583,468814,118641,118874,229835,308691,307881,315657,824321,328305,307884,2989342,2688218,1817331,1202828,1202828,1202828,1202828,1202828,1202828,1202828,348487,348487,235443,155783,155783,155783,155783,155783,155783,155783,
AFC,24703181,21521804,3181377,14564766,2101395,2222596,3268519,2692829,2335061,2146042,2067635,1948950,964588,1840704,2034880,285618,410868,338540,294164,270789,253337,252360,756869,151756,167076,444519,1009319,1346021,1543829,1664271,1744943,1785744,1621513,1665351,1739256,57123,127872,170005,194836,210026,218688,225422,331711,295720,269992,
AMBP,22423029,19304594,3118435,531045549,66424109,1723328,3373474,2740918,2383508,2181746,2069564,1948165,961297,961297,961297,176903,432817,350027,304011,275097,253342,257181,771131,148963,148963,344745,950490,1308575,1523561,1655198,1738071,1780089,173914940,173914940,173914940,35460,114931,161950,190362,207309,216515,224648,333944,32469495,32469495,
PIC,42003000,37365610,4637390,4246391990,4288938670,3736561,3736561,3736561,3736561,3736561,3736561,3736561,3736561,3736561,3736561,463739,463739,463739,463739,463739,463739,463739,463739,463739,463739,424639199,424639199,424639199,424639199,424639199,424639199,424639199,424639199,424639199,424639199,428893867,428893867,428893867,428893867,428893867,428893867,428893867,428893867,428893867,428893867,
EWMA,28895673,24836543,4059130,16391174,2757500,2750975,3025685,2439105,2277306,2747896,2516629,2394677,2297827,2215113,2171330,402461,643403,541446,451515,347308,346810,337736,330435,325622,332394,550195,1045293,1324055,1514705,1761343,1912400,2008855,2066649,2096341,2111338,80492,193074,262748,300501,309862,317251,321348,323165,323656,325403,
SW,26347035,22456929,3890106,18439365,2801650,4282533,782857,1182396,2211323,2902857,3352354,1643352,2149060,1798114,2152083,654476,121036,177762,333950,443264,600515,389204,233091,420664,516144,3495828,3115598,2082595,1392192,1392192,1392192,1392192,1392192,1392192,1392192,532259,475221,317758,210916,210916,210916,210916,210916,210916,210916,
AFC,24533074,20441593,4091481,13670679,2747784,1878466,3159949,2268954,2010874,2195876,1992647,1889084,1546098,1568542,1931103,482321,623661,368658,391184,463002,422953,386453,228347,317392,407510,375693,932544,1199826,1362035,1528803,1621571,1675073,1649278,1633131,1692725,96464,201903,235254,266440,305752,329192,340644,318185,318027,335923,
AMBP,23274555,19410280,3864275,502715637,104209029,1659528,3185912,1806996,1928414,2324432,1999142,1984388,1507156,1507156,1507156,369509,642718,643607,373612,426421,405726,381292,207130,207130,207130,331985,902770,1083615,1252574,1466945,1573384,1655584,164816260,164816260,164816260,73981,187728,278903,297844,323559,339992,348252,34119590,34119590,34119590,
PIC,42303490,35163420,7140070,4249254830,4285685190,3516342,3516342,3516342,3516342,3516342,3516342,3516342,3516342,3516342,3516342,714007,714007,714007,714007,714007,714007,714007,714007,714007,714007,424925483,424925483,424925483,424925483,424925483,424925483,424925483,424925483,424925483,424925483,428568519,428568519,428568519,428568519,428568519,428568519,428568519,428568519,428568519,428568519,
EWMA,21999937,14171486,7828451,9618365,5295298,2035809,1879419,1588706,1411949,1305237,1241491,1203488,1180374,1166707,1158306,1020699,1066740,896933,793542,731370,694018,671713,658197,649988,645251,407161,701612,879030,985613,1049537,1087927,1111039,1124906,1133266,1138274,204139,376659,480713,543278,580896,603520,617158,625365,630289,633281,
SW,21495178,13810099,7685079,9838857,5479220,2291190,422817,623148,1178835,1548771,1549533,1549163,1548440,1549169,1549033,1275440,239944,345348,655131,861365,861889,861639,861139,861648,861536,1867139,1668133,1112385,741600,741600,741600,741600,741600,741600,741600,1034570,930088,620244,413474,413474,413474,413474,413474,413474,413474,
AFC,21674661,13924239,7750422,9375024,5217964,1538278,1982984,1649106,1447127,1327284,1254785,1210440,1185540,1169602,1159093,854405,1104157,918314,805704,739021,698592,673830,660073,651204,645122,307655,642720,843997,964623,1037155,1080681,1106632,1122413,1131850,1137298,170881,357536,469691,536893,577318,601572,616023,624833,630107,633110,
AMBP,21290124,13679985,7610139,9135081,5080207,1057316,2079032,1705275,1482622,1347874,1266270,1218920,1189669,1171238,1161769,577991,1159314,950469,826154,750874,705179,678833,662455,652086,646784,211543,585040,809087,943794,1024610,1072942,1102137,1119643,1129962,1136323,115678,324405,449617,524924,570114,597127,613468,623265,629029,632580,
PIC,16078240,10408410,5669830,4281436350,4287596500,1040841,1040841,1040841,1040841,1040841,1040841,1040841,1040841,1040841,1040841,566983,566983,566983,566983,566983,566983,566983,566983,566983,566983,428143635,428143635,428143635,428143635,428143635,428143635,428143635,428143635,428143635,428143635,428759650,428759650,428759650,428759650,428759650,428759650,428759650,428759650,428759650,428759650,
EWMA,15199645,9427470,5772175,6376120,3888608,1253376,1270904,1075694,953667,885427,826998,803553,787519,787541,782791,677428,803431,675754,595879,551231,512807,497482,486999,487135,484029,250675,454720,578914,653864,700176,725540,741142,750417,757841,762831,135485,269074,350410,399503,429848,446439,456647,462717,467600,470885,
SW,14899016,9212676,5686340,6539053,4036100,1531785,267873,413132,790207,1042582,1011453,1030509,1036981,1035558,1052596,945761,165991,254449,487681,643829,623118,635770,640093,639138,650510,1258691,1109937,737597,490404,490404,490404,490404,490404,490404,490404,776275,685476,455400,302707,302707,302707,302707,302707,302707,302707,
AFC,14873405,9199282,5674123,6176491,3808722,915294,1341767,1118942,947998,887200,850286,808237,778677,773567,777314,559043,829280,691718,584417,547789,525571,498957,480113,477214,480021,183058,414799,555627,634101,684720,717833,735913,744465,750285,755690,111808,255302,342585,390951,422318,442968,454165,459354,462926,466345,
AMBP,14781134,9139978,5641156,6113102,3773056,765357,1376053,1123372,985560,900545,849671,787508,791884,783300,776728,472249,849488,693089,608452,556117,524815,484978,488768,483632,479568,153151,397731,542859,631399,685228,718116,731994,743972,751837,756815,94529,245520,335033,389716,422996,443359,451682,459099,464005,467117,
PIC,12191050,7542460,4648590,4285162080,4288924110,754246,754246,754246,754246,754246,754246,754246,754246,754246,754246,464859,464859,464859,464859,464859,464859,464859,464859,464859,464859,428516208,428516208,428516208,428516208,428516208,428516208,428516208,428516208,428516208,428516208,428892411,428892411,428892411,428892411,428892411,428892411,428892411,428892411,428892411,428892411,
EWMA,24859881,21861070,2998811,15098602,1908320,3197633,3012315,2533317,2294044,2096580,1996478,1921741,1915479,1111132,1782351,204479,411503,326581,287804,255007,249379,234380,230786,648135,150757,639526,1114083,1397929,1577152,1681037,1744125,1779648,1806814,1667677,1690611,40895,115016,157329,183424,197740,208067,213329,216820,303083,272617,
SW,24214160,21169533,3044627,15893568,1906244,3621936,710737,1021043,1881001,2483790,1814106,2252312,2449112,2442340,2493156,441409,103178,113966,217098,305583,648314,310312,307025,296553,301189,2997251,2681925,1784572,1204260,1204260,1204260,1204260,1204260,1204260,1204260,343405,330092,219518,144747,144747,144747,144747,144747,144747,144747,
AFC,24591054,21712095,2878959,14490434,1978583,2203983,3269313,2670346,2336414,1471158,1934423,2041289,1955448,1952477,1877244,267475,392353,320381,283614,616151,183905,196835,198926,212170,207149,440796,1006499,1339268,1538697,1525190,1607036,1693886,1746198,1787453,1805411,53495,121266,161089,185594,271705,254145,242683,233932,229580,225094,
AMBP,24226618,21433661,2792957,14187347,151506051,1653434,3349294,2734087,1714352,2086676,2121509,2007778,1994439,1887749,1884343,196879,403989,330144,647125,202470,202470,202470,202470,202470,202470,330766,934471,1294394,1378385,1520043,1640336,1713824,1769947,1793507,1811674,39455,112361,155917,254158,25157360,25157360,25157360,25157360,25157360,25157360,
PIC,20096040,15647820,4448220,4274625110,4289184590,1564782,1564782,1564782,1564782,1564782,1564782,1564782,1564782,1564782,1564782,444822,444822,444822,444822,444822,444822,444822,444822,444822,444822,427462511,427462511,427462511,427462511,427462511,427462511,427462511,427462511,427462511,427462511,428918459,428918459,428918459,428918459,428918459,428918459,428918459,428918459,428918459,428918459,
EWMA,21394215,13242035,8152180,8985778,5517243,1891483,1758268,1487523,1320960,1220546,1161459,1125278,1102705,1090825,1082988,1076659,1107465,932555,824808,759915,721728,698319,683719,676038,670974,378296,654290,820936,920940,980861,1016980,1038639,1051452,1059326,1064058,215331,393757,501516,566174,604922,628283,642290,650575,655667,658728,
SW,20903036,12909824,7993212,9195208,5694999,2142178,392331,583423,1102615,1447598,1448852,1448636,1447401,1448331,1448459,1326534,244652,360713,682410,896065,896925,896759,895960,896546,896648,1747834,1558533,1039311,692790,692790,692790,692790,692790,692790,692790,1080549,965678,643966,429258,429258,429258,429258,429258,429258,429258,
AFC,21075871,13016151,8059720,8763623,5426377,1438300,1853519,1541595,1352658,1240628,1172882,1131663,1107961,1093241,1083704,889880,1147910,954733,837623,768281,726328,700784,686125,676993,671063,287660,600831,788983,901718,969500,1010176,1034473,1049170,1057984,1063128,177976,371962,488516,558337,600325,625525,640576,649685,655146,658329,
AMBP,20725221,12800867,7924354,8549883,5292348,1000337,1941591,1594159,1385996,1260354,1184165,1139698,1112682,1095264,1086621,615832,1202983,987443,858459,780552,733286,705764,689016,678162,672857,200147,548435,757579,883262,958680,1003777,1030961,1047305,1056896,1062841,123246,339193,468843,546766,593523,621475,638332,648468,654406,658096,
PIC,15890330,9841500,6048830,4282173330,4287103800,984150,984150,984150,984150,984150,984150,984150,984150,984150,984150,604883,604883,604883,604883,604883,604883,604883,604883,604883,604883,428217333,428217333,428217333,428217333,428217333,428217333,428217333,428217333,428217333,428217333,428710380,428710380,428710380,428710380,428710380,428710380,428710380,428710380,428710380,428710380,
EWMA,25209044,19453663,5755381,13276600,3899254,2933285,2854579,1760880,1990899,2112971,1282129,1721146,1953580,1178698,1665496,652144,857322,675678,543339,599799,520435,447749,542855,489057,427003,586657,1040241,1184368,1345674,1499133,1455732,1508814,1597767,1513953,1544261,130428,275806,355780,393291,434592,451760,450957,469336,473280,464024,
SW,24666918,18998762,5668156,13435902,4104607,3183923,893125,450182,1671635,2452272,1772810,2176010,2453241,1771322,2174242,901684,236010,271383,430851,679253,646952,588075,679396,646832,587720,2566400,2325558,1509077,1004981,1004981,1004981,1004981,1004981,1004981,1004981,756787,688892,469692,312748,312748,312748,312748,312748,312748,312748,
AFC,25201766,19510592,5691174,13058533,3805429,2251032,2655231,2415808,2206518,1336142,1972980,1878908,1097335,1872449,1824189,618761,701905,702589,628667,528002,536483,509184,490384,491479,483720,450206,891211,1196130,1398207,1385794,1503231,1578366,1482160,1560217,1613011,123752,239382,332023,391351,418681,442241,455629,462580,468359,471431,
AMBP,22788346,17201827,5586519,606913432,140666096,649655,3048786,2743267,1658127,1958059,2078473,1266365,1266365,1266365,1266365,525071,795175,748807,615006,503716,571217,510560,438989,438989,438989,130011,713766,1119666,1227358,1373498,1514493,150208660,150208660,150208660,150208660,105094,243110,344249,398400,419463,449813,461962,46081335,46081335,46081335,
PIC,40838880,31828930,9009950,4253589670,4283254340,3182893,3182893,3182893,3182893,3182893,3182893,3182893,3182893,3182893,3182893,900995,900995,900995,900995,900995,900995,900995,900995,900995,900995,425358967,425358967,425358967,425358967,425358967,425358967,425358967,425358967,425358967,425358967,428325434,428325434,428325434,428325434,428325434,428325434,428325434,428325434,428325434,428325434,
EWMA,21161760,13315149,7846611,9035142,5308090,1901062,1768161,1494980,1328176,1227799,1167942,1131733,1109868,1097042,1088386,1025104,1068351,898887,795247,732887,695599,673189,659547,651597,646203,380212,657801,825236,925824,986219,1022563,1044397,1057491,1065401,1069998,205020,377686,481926,544590,582249,604919,618573,626767,631733,634627,
SW,20692988,12987562,7705426,9248833,5489837,2154327,393802,587389,1109065,1456820,1457605,1457310,1456589,1457293,1457362,1278408,236269,347739,657538,864011,864549,864338,863868,864339,864367,1759192,1567204,1045173,696752,696752,696752,696752,696752,696752,696752,1041239,930850,620805,413849,413849,413849,413849,413849,413849,413849,
AFC,20864078,13094126,7769952,8815905,5231032,1446757,1864539,1550690,1361032,1247979,1179665,1138643,1114552,1099633,1090636,857390,1106661,920369,807751,740649,700016,675699,661483,652639,647295,289351,604388,793648,907124,975295,1016169,1040663,1055440,1064278,1069549,171478,358514,470885,538258,578736,602992,617533,626323,631586,634727,
AMBP,20506561,12871411,7635150,8597157,5098920,1006845,1952399,1602863,1393183,1266868,1190628,1145947,1118531,1101688,1092459,591762,1159577,951900,827147,752086,706608,680139,663856,653760,648315,201449,551639,761883,888143,963888,1009236,1036578,1052968,1062712,1068661,118432,326661,451708,526795,571853,598804,615071,624828,630614,634154,
PIC,15708390,9901860,5806530,4282094860,4287418790,990186,990186,990186,990186,990186,990186,990186,990186,990186,990186,580653,580653,580653,580653,580653,580653,580653,580653,580653,580653,428209486,428209486,428209486,428209486,428209486,428209486,428209486,428209486,428209486,428209486,428741879,428741879,428741879,428741879,428741879,428741879,428741879,428741879,428741879,428741879,
