budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
AMBP,21034016,15101815,5932201,582606690,150561570,352037,3085577,2769724,1248533,2032203,2139553,868547,868547,868547,868547,755219,778625,739001,697323,495167,569523,595337,434002,434002,434002,70487,673505,1092748,1123905,1305564,1472361,144217030,144217030,144217030,144217030,151123,276623,369098,434743,446827,471366,496160,49305210,49305210,49305210,
PIC,40847660,31550450,9297210,4253951690,4282880910,3155045,3155045,3155045,3155045,3155045,3155045,3155045,3155045,3155045,3155045,929721,929721,929721,929721,929721,929721,929721,929721,929721,929721,425395169,425395169,425395169,425395169,425395169,425395169,425395169,425395169,425395169,425395169,428288091,428288091,428288091,428288091,428288091,428288091,428288091,428288091,428288091,428288091,
EWMA,24604576,18533364,6071212,12654550,4113246,2911205,2849917,1318591,2054857,2148591,896408,1805252,2000824,796599,1751120,682364,870500,779985,544562,599013,611901,444403,538786,577506,422192,582241,1035776,1092339,1284842,1457591,1345354,1437333,1550031,1399344,1469699,136472,283277,382618,415006,451807,483825,475940,488509,506308,489484,
SW,24123153,18162933,5960220,12743070,4320437,3151939,995554,138193,1722914,2485120,1393326,2199439,2484205,1393894,2198349,928710,206388,340970,436633,685854,737579,600793,685665,737214,600414,2441083,2207885,1428562,952220,952220,952220,952220,952220,952220,952220,807538,724897,492023,327997,327997,327997,327997,327997,327997,327997,
AFC,24459908,18583781,5876127,12411348,3953272,2117587,2412004,2605198,2020185,965632,2156608,1750269,804293,2059663,1692342,587186,716020,770867,558208,711877,556201,429084,635678,509980,401026,423517,821214,1178010,1346445,1270283,1447548,1508092,1367333,1505799,1543107,117437,237153,343895,386757,451781,472665,463949,498294,500631,480710,
AMBP,21046356,15119722,5926634,582008676,150418188,352310,3085296,2763150,1253211,2030530,2131529,875924,875924,875924,875924,753053,779234,737322,697575,495135,567368,595604,433781,433781,433781,70542,673492,1091423,1123780,1305130,1470409,144068475,144068475,144068475,144068475,150690,276398,368582,434380,446531,470698,495679,49258410,49258410,49258410,
PIC,40760930,31483100,9277830,4254039250,4282906100,3148310,3148310,3148310,3148310,3148310,3148310,3148310,3148310,3148310,3148310,927783,927783,927783,927783,927783,927783,927783,927783,927783,927783,425403925,425403925,425403925,425403925,425403925,425403925,425403925,425403925,425403925,425403925,428290610,428290610,428290610,428290610,428290610,428290610,428290610,428290610,428290610,428290610,
EWMA,15122889,9352906,5769983,6335872,3894175,1256644,1263212,1070291,946146,868781,826331,797908,782107,777562,763924,687250,804390,677334,595458,544452,516449,497718,487303,484347,475282,251328,453704,577021,650846,694433,720812,736231,745406,751837,754254,137450,270838,352137,400801,429531,446914,457074,463119,467364,468947,
SW,14433031,8905564,5527467,6262707,3884459,1515650,137787,459802,807800,893102,1053598,1044593,892028,1047143,1054061,942572,80566,287660,503349,549357,656341,650339,548634,652025,656624,1218547,1060506,704413,468463,468463,468463,468463,468463,468463,468463,755841,658010,436933,290525,290525,290525,290525,290525,290525,290525,
AFC,12882611,7976938,4905673,5440652,3349417,554822,1403120,1152455,503477,989736,902860,370271,905733,855139,339325,323934,876753,719536,292926,620533,564759,211090,568719,535459,191964,110964,369395,526007,521501,615148,672690,612207,670912,707757,634071,64786,227179,325650,319106,379391,416464,375390,414055,438335,389061,
AMBP,12130734,7527877,4602857,327420326,202794177,886247,1340259,745489,1035966,930671,517849,517849,517849,517849,517849,556675,832450,446853,646940,580649,307858,307858,307858,307858,307858,177329,409915,477029,588816,657187,65022010,65022010,65022010,65022010,65022010,111415,255622,293868,364482,407715,40272215,40272215,40272215,40272215,40272215,
PIC,24584530,15157860,9426670,4275262060,4282712610,1515786,1515786,1515786,1515786,1515786,1515786,1515786,1515786,1515786,1515786,942667,942667,942667,942667,942667,942667,942667,942667,942667,942667,427526206,427526206,427526206,427526206,427526206,427526206,427526206,427526206,427526206,427526206,428271261,428271261,428271261,428271261,428271261,428271261,428271261,428271261,428271261,428271261,
EWMA,21305788,13160457,8145331,8930031,5512521,1879242,1746129,1478874,1313358,1212863,1154642,1118503,1096225,1084203,1076418,1076288,1105423,931908,824390,759095,721293,697771,683274,675465,670424,375848,649904,815698,915230,974756,1010733,1032287,1045074,1052899,1057602,215257,393290,501013,565688,604369,627753,641756,650059,655140,658196,
SW,20818724,12831592,7987132,9140672,5691108,2128995,390827,579744,1095558,1439024,1439969,1439705,1438573,1439643,1439554,1325356,244861,360379,681645,895552,896200,896011,895227,895996,895905,1737263,1549250,1033189,688710,688710,688710,688710,688710,688710,688710,1079866,964976,643532,428962,428962,428962,428962,428962,428962,428962,
AFC,20993268,12939016,8054252,8711570,5422672,1430757,1842027,1532507,1343713,1233606,1166047,1124293,1101623,1086895,1077548,890081,1146821,954076,836427,767966,725882,699825,685790,676608,670776,286151,597326,784362,896232,963706,1004174,1028197,1042882,1051684,1056856,178016,371777,488236,557874,599892,625090,640037,649187,654671,657892,
AMBP,20633634,12718365,7915269,8494760,5286255,994076,1929223,1583906,1376972,1252149,1176244,1132314,1105311,1088468,1079702,615365,1201529,986332,857449,779618,732259,704903,688068,677583,672163,198895,544960,752749,877593,952504,997252,1024264,1040473,1050072,1055998,123153,338828,468328,546152,592845,620727,637562,647663,653647,657350,
PIC,16404200,10126600,6277600,4281802700,4286806400,1012660,1012660,1012660,1012660,1012660,1012660,1012660,1012660,1012660,1012660,627760,627760,627760,627760,627760,627760,627760,627760,627760,627760,428180270,428180270,428180270,428180270,428180270,428180270,428180270,428180270,428180270,428180270,428680640,428680640,428680640,428680640,428680640,428680640,428680640,428680640,428680640,428680640,
EWMA,21313807,13165622,8148185,8934129,5514850,1878883,1750768,1478575,1312882,1213967,1154335,1118471,1097176,1084164,1076401,1075950,1108464,931671,823986,759752,721003,697701,683882,675392,670384,375776,650774,816334,915643,975307,1011112,1032583,1045501,1053233,1057866,215190,393844,501409,565924,604689,627951,641901,650297,655316,658329,
